NAME,,LINK
Jasione laevis,Jasione Ausdauernde,http://www.blumeninschwaben.de/Zweikeimblaettrige/Glockenblumen/sandknoepfchen.htm
Jasione montana,Jasione Berg,http://www.blumeninschwaben.de/Zweikeimblaettrige/Glockenblumen/sandknoepfchen.htm
Jasminum nudiflorum,Jasmin Winter,http://www.blumeninschwaben.de/Hauptgruppen/jasmin.htm
Jasminum officinale,Jasmin Echter,http://www.blumeninschwaben.de/Hauptgruppen/jasmin.htm
Jeffersonia diphylla,Jeffersonie Zweiblättrige,http://www.blumeninschwaben.de/Hauptgruppen/jeffersonia.htm
Jeffersonia dubia,Jeffersonie Ganzblättrige,http://www.blumeninschwaben.de/Hauptgruppen/jeffersonia.htm
Jovibarba globifera,Fransenhauswurz Gewöhnliche,http://www.blumeninschwaben.de/Zweikeimblaettrige/Dickblattgewaechse/donarsbart.htm
Jovibarba heuffelii,Fransenhauswurz Balkan,http://www.blumeninschwaben.de/Zweikeimblaettrige/Dickblattgewaechse/donarsbart.htm
Juglans ailantifolia,Walnuss Japanische,http://www.blumeninschwaben.de/Hauptgruppen/juglans.htm
Juglans cinerea,Walnuss Graue,http://www.blumeninschwaben.de/Hauptgruppen/juglans.htm
Juglans mandshurica,Walnuss Mandschurische,http://www.blumeninschwaben.de/Hauptgruppen/juglans.htm
Juglans microcarpa,Felsennuss,http://www.blumeninschwaben.de/Hauptgruppen/juglans.htm
Juglans nigra,Walnuss Schwarze,http://www.blumeninschwaben.de/Hauptgruppen/juglans.htm
Juglans regia,Walnuss Echte,http://www.blumeninschwaben.de/Hauptgruppen/juglans.htm
Juncus acutiflorus,Binse Spitzblütige,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/bleatter_roehrig.htm
Juncus alpinoarticulatus,Binse Alpen,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/bleatter_roehrig.htm
Juncus anceps,Binse Zweischneidige,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/bleatter_roehrig.htm
Juncus articulatus,Binse Glieder,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/bleatter_roehrig.htm
Juncus atratus,Binse Schwarzblütige,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/bleatter_roehrig.htm
Juncus balticus,Binse Baltische,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/juncus_seiten.htm
Juncus bufonius,Binse Kröten,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/bufonius_agg.htm
Juncus bulbosus,Binse Zwiebel,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/bluet_kopfchen.htm
Juncus capitatus,Binse Kopf,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/blaetter_rinnig.htm
Juncus compressus,Binse Zusammengedrückte,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/blueten_einzeln.htm
Juncus conglomeratus,Binse Knäuel,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/juncus_seiten.htm
Juncus dichotomus,Binse Gabelige,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/tenuis_agg.htm
Juncus dudleyi,Binse Dudley,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/tenuis_agg.htm
Juncus effusus,Binse Flatter,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/juncus_seiten.htm
Juncus ensifolius,Binse Schwertblättrige,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/juncus.htm
Juncus filiformis,Binse Faden,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/juncus_seiten.htm
Juncus gerardii,Binse Salz,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/blueten_einzeln.htm
Juncus inflexus,Binse Blaugrüne,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/juncus_seiten.htm
Juncus jacquinii,Binse Jacquin,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/blaetter_rinnig.htm
Juncus minutulus,Binse Kleinste,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/bufonius_agg.htm
Juncus maritimus,Binse Strand,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/juncus.htm
Juncus monanthos,Binse Einblütige,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/unter_trifidus.htm
Juncus pygmaeus,Binse Zwerg,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/pygmaeus.htm
Juncus ranarius,Binse Frosch,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/bufonius_agg.htm
Juncus sphaerocarpus,Binse Kugelfrucht,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/junc_buf.htm
Juncus squarrosus,Binse Sparrige,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/blueten_einzeln.htm
Juncus stygius,Binse Moor,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/blaetter_rinnig.htm
Juncus subnodulosus,Binse Stumpfblütige,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/bleatter_roehrig.htm
Juncus tenageia,Binse Sand,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/junc_buf.htm
Juncus tenuis,Binse Zarte,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/tenuis_agg.htm
Juncus trifidus,Binse Dreiblatt,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/unter_trifidus.htm
Juncus triglumis,Binse Dreiblütige,http://www.blumeninschwaben.de/Einkeimblaettrige/Binsen/blaetter_rinnig.htm
Juniperus chinensis,Wacholder Chinesischer,http://www.blumeninschwaben.de/Hauptgruppen/juniperus_schuppig.htm
Juniperus communis,Wacholder Gewöhnlicher,http://www.blumeninschwaben.de/Hauptgruppen/juniperus_nadel.htm
Juniperus sabina,Wacholder Stink,http://www.blumeninschwaben.de/Hauptgruppen/juniperus_schuppig.htm
Juniperus scopulorum,Wacholder Felsengebirgs,http://www.blumeninschwaben.de/Hauptgruppen/juniperus_schuppig.htm
Juniperus sibirica,Wacholder Zwerg,http://www.blumeninschwaben.de/Hauptgruppen/juniperus_nadel.htm
Juniperus squamata,Wacholder Schuppen,http://www.blumeninschwaben.de/Hauptgruppen/juniperus_nadel.htm
Juniperus virginiana,Wacholder Virginischer,http://www.blumeninschwaben.de/Hauptgruppen/juniperus_schuppig.htm
Jurinea cyanoides,Silberscharte Sand,http://www.blumeninschwaben.de/Zweikeimblaettrige/Korbbluetler/jurinea.htm
Kalmia angustifolia,Lorbeerrose Schmalblättrige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Heidekrautgewaechse/kalmia.htm
Kalmia latifolia,Lorbeerrose Breitblättrige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Heidekrautgewaechse/kalmia.htm
Kernera saxatilis,Kugelschötchen Felsen,http://www.blumeninschwaben.de/Zweikeimblaettrige/Kreuzbluetler/kernera.htm
Kerria japonica,Kerrie Japanische,http://www.blumeninschwaben.de/Hauptgruppen/kerria.htm
Kickxia elatine,Tännelkraut Spießblättriges,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rachenbluetler/taennelkraut.htm
Kickxia spuria,Tännelkraut Eiblättriges,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rachenbluetler/taennelkraut.htm
Kirengeshoma palmata,Wachsglocke,http://www.blumeninschwaben.de/Hauptgruppen/wachsglocke.htm
Kitaibela vitifolia,Kitaibelie Weinblättrige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Malvengewaechse/kitaibela.htm
Knautia arvensis,Witwenblume Acker,http://www.blumeninschwaben.de/Zweikeimblaettrige/Kardengewaechse/wit_violett.htm
Knautia dipsacifolia,Witwenblume Wald,http://www.blumeninschwaben.de/Zweikeimblaettrige/Kardengewaechse/wit_violett.htm
Knautia drymeia,Witwenblume Ungarische,http://www.blumeninschwaben.de/Zweikeimblaettrige/Kardengewaechse/wit_violett.htm
Knautia kitaibelii,Witwenblume Gelbe,http://www.blumeninschwaben.de/Zweikeimblaettrige/Kardengewaechse/wit_weiss.htm
Knautia macedonica,Witwenblume Mazedonische,http://www.blumeninschwaben.de/Zweikeimblaettrige/Kardengewaechse/wit_maz.htm
Kobresia myosuroides,Schuppenried Ähren,http://www.blumeninschwaben.de/Einkeimblaettrige/Sauergraeser/kobresia.htm
Kobresia simpliciuscula,Schuppenried Seggen,http://www.blumeninschwaben.de/Einkeimblaettrige/Sauergraeser/kobresia.htm
Koeleria arenaria,Schillergras Sand,http://www.blumeninschwaben.de/Einkeimblaettrige/Suessgraeser/pyramidata_agg.htm
Koeleria glauca,Schillergras Blaugrünes,http://www.blumeninschwaben.de/Einkeimblaettrige/Suessgraeser/schiller_2.htm
Koeleria macrantha,Schillergras Kleines,http://www.blumeninschwaben.de/Einkeimblaettrige/Suessgraeser/pyramidata_agg.htm
Koeleria pyramidata,Schillergras Großes,http://www.blumeninschwaben.de/Einkeimblaettrige/Suessgraeser/pyramidata_agg.htm
Koeleria vallesiana,Schillergras Walliser,http://www.blumeninschwaben.de/Einkeimblaettrige/Suessgraeser/schiller_2.htm
Koelreuteria paniculata,Blasenesche Rispige,http://www.blumeninschwaben.de/Zweikeimblaettrige/xKleineFamilien/koelreuteria.htm
Kolkwitzia amabilis,Kolkwitzie,http://www.blumeninschwaben.de/Hauptgruppen/kolkwitzie.htm
Laburnum alpinum,Goldregen Alpen,http://www.blumeninschwaben.de/Zweikeimblaettrige/Schmetterlingsbluetler/goldregen.htm
Laburnocytisus 'Adamii',Goldregen Chimären,http://www.blumeninschwaben.de/Zweikeimblaettrige/Schmetterlingsbluetler/laburnocytisus.htm
Laburnum anagyroides,Goldregen Gewöhnlicher,http://www.blumeninschwaben.de/Zweikeimblaettrige/Schmetterlingsbluetler/goldregen.htm
Laburnum x watereri,Goldregen Hybrid,http://www.blumeninschwaben.de/Zweikeimblaettrige/Schmetterlingsbluetler/goldregen.htm
Lactuca perennis,Lattich Blauer,http://www.blumeninschwaben.de/Zweikeimblaettrige/Korbbluetler/lact_blau.htm
Lactuca quercina,Lattich Eichen,http://www.blumeninschwaben.de/Zweikeimblaettrige/Korbbluetler/lattich_fied.htm
Lactuca saligna,Lattich Weiden,http://www.blumeninschwaben.de/Zweikeimblaettrige/Korbbluetler/lattich_weide.htm
Lactuca sativa,Kopfsalat,http://www.blumeninschwaben.de/Zweikeimblaettrige/Korbbluetler/lattich_fied.htm
Lactuca serriola,Lattich Kompass,http://www.blumeninschwaben.de/Zweikeimblaettrige/Korbbluetler/lattich_fied.htm
Lactuca tatarica,Lattich Tataren,http://www.blumeninschwaben.de/Zweikeimblaettrige/Korbbluetler/lact_blau.htm
Lactuca viminea,Lattich Ruten,http://www.blumeninschwaben.de/Zweikeimblaettrige/Korbbluetler/lattich_gelb_5.htm
Lactuca virosa,Lattich Gift,http://www.blumeninschwaben.de/Zweikeimblaettrige/Korbbluetler/lattich_fied.htm
Lagarosiphon major,Scheinwasserpest Große,http://www.blumeninschwaben.de/Einkeimblaettrige/Froschbissgewaechse/lagarosiphon.htm
Lagenaria siceraria,Flaschenkürbis,http://www.blumeninschwaben.de/Zweikeimblaettrige/xKleineFamilien/lagernaria.htm
Lagerstroemia indica,Kreppmyrte Indische,http://www.blumeninschwaben.de/Zweikeimblaettrige/Blutweiderichgewaechse/lagerstroemia.htm
Lagurus ovatus,Hasenschwanzgras,http://www.blumeninschwaben.de/Einkeimblaettrige/Suessgraeser/lagurus.htm
Lamium album,Taubnessel Weiße,http://www.blumeninschwaben.de/Zweikeimblaettrige/Lippenbluetler/lamium_weiss.htm
Lamium amplexicaule,Taubnessel Stängelumfassende,http://www.blumeninschwaben.de/Zweikeimblaettrige/Lippenbluetler/lamium_rot.htm
Lamium argentatum,Goldnessel Silberblättrige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Lippenbluetler/lamium_gelb.htm
Lamium confertum,Taubnessel Mittlere,http://www.blumeninschwaben.de/Zweikeimblaettrige/Lippenbluetler/lam_purpureum_agg.htm
Lamium hybridum,Taubnessel Eingeschnittene,http://www.blumeninschwaben.de/Zweikeimblaettrige/Lippenbluetler/lam_purpureum_agg.htm
Lamium flavidum,Goldnessel Blassgelbe,http://www.blumeninschwaben.de/Zweikeimblaettrige/Lippenbluetler/lamium_gelb.htm
Lamium galeobdolon,Goldnessel Gewöhnliche,http://www.blumeninschwaben.de/Zweikeimblaettrige/Lippenbluetler/lamium_gelb.htm
Lamium maculatum,Taubnessel Gefleckte,http://www.blumeninschwaben.de/Zweikeimblaettrige/Lippenbluetler/lamium_rot.htm
Lamium montanum,Goldnessel Berg,http://www.blumeninschwaben.de/Zweikeimblaettrige/Lippenbluetler/lamium_gelb.htm
Lamium orvala,Taubnessel Riesen,http://www.blumeninschwaben.de/Zweikeimblaettrige/Lippenbluetler/lamium_rot.htm
Lamium purpureum,Taubnessel Rote,http://www.blumeninschwaben.de/Zweikeimblaettrige/Lippenbluetler/lam_purpureum_agg.htm
Lamium x holsaticum,Taubnessel Holsteiner,http://www.blumeninschwaben.de/Zweikeimblaettrige/Lippenbluetler/lamium_rosa.htm
Landoltia punctata,Teichlinse Punktierte,http://www.blumeninschwaben.de/Einkeimblaettrige/Aronstabgewaechse/landolt.htm
Lantana camara,Wandelröschen,http://www.blumeninschwaben.de/Zweikeimblaettrige/xKleineFamilien/lantana.htm
Laphangium luteoalbum,Scheinruhrkraut Gelbweißes,http://www.blumeninschwaben.de/Zweikeimblaettrige/Korbbluetler/laphangium.htm
Lappula deflexa,Igelsame Zurückgebogener,http://www.blumeninschwaben.de/Zweikeimblaettrige/Boretschgewaechse/igelsame.htm
Lappula squarrosa,Igelsame- Kletten,http://www.blumeninschwaben.de/Zweikeimblaettrige/Boretschgewaechse/igelsame.htm
Lapsana communis,Rainkohl Gewöhnlicher,http://www.blumeninschwaben.de/Zweikeimblaettrige/Korbbluetler/lapsana.htm
Larix decidua,Lärche Europäische,http://www.blumeninschwaben.de/Hauptgruppen/laerche.htm
Larix gmelinii,Lärche Dahurische,http://www.blumeninschwaben.de/Hauptgruppen/laerche.htm
Larix kaempferi,Lärche Japanische,http://www.blumeninschwaben.de/Hauptgruppen/laerche.htm
Laser trilobum,Rosskümmel Dreilappiger,http://www.blumeninschwaben.de/Zweikeimblaettrige/Doldenbluetler/laser.htm
Laserpitium halleri,Laserkraut Hallers,http://www.blumeninschwaben.de/Zweikeimblaettrige/Doldenbluetler/laserkraut.htm
Laserpitium latifolium,Laserkraut Breitblättriges,http://www.blumeninschwaben.de/Zweikeimblaettrige/Doldenbluetler/laserkraut.htm
Laserpitium prutenicum,Laserkraut Preußisches,http://www.blumeninschwaben.de/Zweikeimblaettrige/Doldenbluetler/laserkraut.htm
Laserpitium siler,Laserkraut Berg,http://www.blumeninschwaben.de/Zweikeimblaettrige/Doldenbluetler/laserkraut.htm
Lathraea clandestina,Verborgene Schuppenwurz,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rachenbluetler/schuppenwurz1.htm
Lathraea squamaria,Gewöhnliche Schuppenwurz,http://www.blumeninschwaben.de/Zweikeimblaettrige/Rachenbluetler/schuppenwurz1.htm
Lathyrus aphaca,Platterbse Ranken,http://www.blumeninschwaben.de/Zweikeimblaettrige/Schmetterlingsbluetler/lath_gelb_mit_rank.htm
Lathyrus bauhini,Platterbse Schwert,http://www.blumeninschwaben.de/Zweikeimblaettrige/Schmetterlingsbluetler/lath_rot_ohne_rank.htm
Lathyrus heterophyllus,Platterbse Verschiedenblättrige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Schmetterlingsbluetler/blatt_mehrpaarig.htm
Lathyrus hirsutus,Platterbse Behaartfrüchtige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Schmetterlingsbluetler/lat_wenigbluet.htm
Lathyrus japonicus,Platterbse Strand,http://www.blumeninschwaben.de/Zweikeimblaettrige/Schmetterlingsbluetler/blatt_mehrpaarig.htm
Lathyrus laevigatus,Platterbse Gelbe,http://www.blumeninschwaben.de/Zweikeimblaettrige/Schmetterlingsbluetler/lath_gelb_ohne_rank.htm
Lathyrus latifolius,Platterbse Breitblättrige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Schmetterlingsbluetler/mehrblutig.htm
Lathyrus linifolius,Platterbse Berg,http://www.blumeninschwaben.de/Zweikeimblaettrige/Schmetterlingsbluetler/lath_rot_ohne_rank.htm
Lathyrus niger,Platterbse Schwarzwerdende,http://www.blumeninschwaben.de/Zweikeimblaettrige/Schmetterlingsbluetler/lath_rot_ohne_rank.htm
Lathyrus nissolia,Platterbse Gras,http://www.blumeninschwaben.de/Zweikeimblaettrige/Schmetterlingsbluetler/lath_rot_ohne_rank.htm
Lathyrus odoratus,Platterbse Duft,http://www.blumeninschwaben.de/Zweikeimblaettrige/Schmetterlingsbluetler/lat_wenigbluet.htm
Lathyrus palustris,Platterbse Sumpf,http://www.blumeninschwaben.de/Zweikeimblaettrige/Schmetterlingsbluetler/blatt_mehrpaarig.htm
Lathyrus pannonicus,Platterbse Pannonische,http://www.blumeninschwaben.de/Zweikeimblaettrige/Schmetterlingsbluetler/lath_gelb_ohne_rank.htm
Lathyrus pratensis,Platterbse Wiesen,http://www.blumeninschwaben.de/Zweikeimblaettrige/Schmetterlingsbluetler/lath_gelb_mit_rank.htm
Lathyrus sativus,Platterbse Saat,http://www.blumeninschwaben.de/Zweikeimblaettrige/Schmetterlingsbluetler/lat_wenigbluet.htm
Lathyrus sylvestris,Platterbse Wald,http://www.blumeninschwaben.de/Zweikeimblaettrige/Schmetterlingsbluetler/mehrblutig.htm
Lathyrus tuberosus,Platterbse Erdnuss,http://www.blumeninschwaben.de/Zweikeimblaettrige/Schmetterlingsbluetler/mehrblutig.htm
Lathyrus vernus,Platterbse Frühlings,http://www.blumeninschwaben.de/Zweikeimblaettrige/Schmetterlingsbluetler/lath_rot_ohne_rank.htm
Lavandula latifolia,Lavendel Speik,http://www.blumeninschwaben.de/Zweikeimblaettrige/Lippenbluetler/lavendel.htm
Lavandula officinalis,Lavendel Echter,http://www.blumeninschwaben.de/Zweikeimblaettrige/Lippenbluetler/lavendel.htm
Lavatera thuringiaca,Lavatere Thüringer,http://www.blumeninschwaben.de/Zweikeimblaettrige/Malvengewaechse/lavatere.htm
Lavatera trimestris,Lavatere Garten,http://www.blumeninschwaben.de/Zweikeimblaettrige/Malvengewaechse/lavatere.htm
Ledum groenlandicum,Porst Grönländischer,http://www.blumeninschwaben.de/Zweikeimblaettrige/Heidekrautgewaechse/porst.htm
Ledum palustre,Porst Sumpf,http://www.blumeninschwaben.de/Zweikeimblaettrige/Heidekrautgewaechse/porst.htm
Leersia oryzoides,Reisquecke Europäische,http://www.blumeninschwaben.de/Einkeimblaettrige/Suessgraeser/leersia.htm
Legousia hybrida,Frauenspiegel Kleiner,http://www.blumeninschwaben.de/Zweikeimblaettrige/Glockenblumen/frauenspiegel.htm
Legousia speculum veneris,Frauenspiegel Echter,http://www.blumeninschwaben.de/Zweikeimblaettrige/Glockenblumen/frauenspiegel.htm
Lemna aequinoctialis,Wasserlinse Wenigrippige,http://www.blumeninschwaben.de/Einkeimblaettrige/Aronstabgewaechse/lem_mino.htm
Lemna gibba,Wasserlinse Bucklige,http://www.blumeninschwaben.de/Einkeimblaettrige/Aronstabgewaechse/lem_gib.htm
Lemna minor,Wasserlinse Kleine,http://www.blumeninschwaben.de/Einkeimblaettrige/Aronstabgewaechse/lem_mino.htm
Lemna minuta,Wasserlinse Zierliche,http://www.blumeninschwaben.de/Einkeimblaettrige/Aronstabgewaechse/lem_val.htm
Lemna perpusilla,Wasserlinse Winzige,http://www.blumeninschwaben.de/Einkeimblaettrige/Aronstabgewaechse/lem_mino.htm
Lemna trisulca,Wasserlinse Untergetauchte,http://www.blumeninschwaben.de/Einkeimblaettrige/Aronstabgewaechse/lem_unter.htm
Lemna turionifera,Wasserlinse Rote,http://www.blumeninschwaben.de/Einkeimblaettrige/Aronstabgewaechse/lem_mino.htm
Lemna valdiviana,Wasserlinse Valdivia,http://www.blumeninschwaben.de/Einkeimblaettrige/Aronstabgewaechse/lem_val.htm
Lens culinaris,Linse Speise,http://www.blumeninschwaben.de/Zweikeimblaettrige/Schmetterlingsbluetler/linse.htm
Leontodon autumnalis,Löwenzahn Herbst,http://www.blumeninschwaben.de/Zweikeimblaettrige/Korbbluetler/scorzoneroides.htm
Leontodon helveticus,Löwenzahn Schweizer,http://www.blumeninschwaben.de/Zweikeimblaettrige/Korbbluetler/scorzoneroides.htm
Leontodon hispidus,Löwenzahn Rauer,http://www.blumeninschwaben.de/Zweikeimblaettrige/Korbbluetler/leontodon.htm
Leontodon incanus,Löwenzahn Grauer,http://www.blumeninschwaben.de/Zweikeimblaettrige/Korbbluetler/leontodon.htm
Leontodon montanus,Löwenzahn Berg,http://www.blumeninschwaben.de/Zweikeimblaettrige/Korbbluetler/scorzoneroides.htm
Leontodon saxatilis,Löwenzahn Nickender,http://www.blumeninschwaben.de/Zweikeimblaettrige/Korbbluetler/leontodon.htm
Leontopodium alpinum,Edelweiß Alpen,http://www.blumeninschwaben.de/Zweikeimblaettrige/Korbbluetler/edelweiss.htm
Leonurus cardiaca,Löwenschwanz Echter,http://www.blumeninschwaben.de/Zweikeimblaettrige/Lippenbluetler/loewenschwanz.htm
Leonurus marrubiastrum,Katzenschwanz,http://www.blumeninschwaben.de/Zweikeimblaettrige/Lippenbluetler/loewenschwanz.htm
Leonurus sibiricus,Löwenschwanz Sibirischer,http://www.blumeninschwaben.de/Zweikeimblaettrige/Lippenbluetler/loewenschwanz.htm
Lepidium campestre,Kresse Feld,http://www.blumeninschwaben.de/Zweikeimblaettrige/Kreuzbluetler/stangelumfassend.htm
Lepidium coronopus,Krähenfuß Gewöhnlicher,http://www.blumeninschwaben.de/Zweikeimblaettrige/Kreuzbluetler/kraehenfuss.htm
Lepidium densiflorum,Kresse Dichtblütige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Kreuzbluetler/blatt_sitz.htm
Lepidium didymum,Krähenfuß Zweiknotiger,http://www.blumeninschwaben.de/Zweikeimblaettrige/Kreuzbluetler/kraehenfuss.htm
Lepidium draba,Kresse Pfeil,http://www.blumeninschwaben.de/Zweikeimblaettrige/Kreuzbluetler/cardaria.htm
Lepidium graminifolium,Kresse Grasblättrige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Kreuzbluetler/lepi_ei.htm
Lepidium heterophyllum,Kresse Verschiedenblättrige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Kreuzbluetler/stangelumfassend.htm
Lepidium latifolium,Kresse Breitblättrige,http://www.blumeninschwaben.de/Zweikeimblaettrige/Kreuzbluetler/lepi_ei.htm
Lepidium neglectum,Kresse Verkannte,http://www.blumeninschwaben.de/Zweikeimblaettrige/Kreuzbluetler/blatt_sitz.htm
